date,time,member,type,item,amount,category,tag
2025-11-14,20:27,Dad,expense,Shampoo + oil + handwash,620,Groceries & Household,lifestyle
2025-11-14,21:02,Dad,expense,Insect killer,70,Groceries & Household,lifestyle
2025-11-15,22:08,Dad,expense,Kantara movie tickets,400,Entertainment & Outings,lifestyle
2025-11-15,22:08,Dad,expense,Movie snacks,420,Entertainment & Outings,lifestyle
2025-11-17,18:39,Dad,expense,Petrol,1060,Fuel,lifestyle
2025-11-18,19:48,Dad,expense,Lipika birthday gift,1750,Religion & Gifts,one_time
2025-11-18,20:10,Dad,expense,Blinkit vegetables,123,Groceries & Household,lifestyle
2025-11-19,14:22,Dad,expense,Sticky notes,40,Misc,lifestyle
2025-11-20,16:47,Dad,expense,Sub-registrar mortgage charges,80100,Property & Investments,one_time
2025-11-20,16:47,Dad,expense,Sub-registrar agent fee,6000,Property & Investments,one_time
2025-11-21,17:56,Dad,expense,Sweets,395,Dining Out,lifestyle
2025-11-23,16:48,Dad,expense,Vinutha recharge,864,Utilities & Recharges,recurring
2025-11-27,13:35,Dad,expense,Pen,160,Misc,lifestyle
2025-11-27,13:35,Dad,expense,Window mesh,10835,Home & Furniture,one_time
2025-11-27,16:48,Dad,expense,Legal bond paper + Naveen charges,5000,Property & Investments,one_time
2025-11-30,11:43,Dad,expense,Petrol,2000,Fuel,lifestyle
2025-11-30,23:20,Dad,expense,Hotel,600,Dining Out,lifestyle
2025-11-30,23:23,Dad,expense,Petrol,1000,Fuel,lifestyle
2025-12-04,18:43,Dad,expense,Coffee,40,Dining Out,lifestyle
2025-12-04,18:43,Dad,expense,Tiago petrol,1000,Fuel,lifestyle
2025-12-04,19:15,Dad,expense,Doctor consultation,300,Health & Medical,lifestyle
2025-12-04,19:15,Dad,expense,Wipes,140,Kids,recurring
2025-12-04,19:15,Dad,expense,Medicine,695,Health & Medical,lifestyle
2025-12-06,13:36,Dad,expense,File,740,Misc,lifestyle
2025-12-08,14:12,Dad,expense,Gas welding,80,Home & Furniture,one_time
2025-12-08,14:12,Dad,expense,Lollipop,50,Dining Out,lifestyle
2025-12-09,01:53,Dad,expense,Whey protein,2349,Personal Care & Fitness,lifestyle
2025-12-09,19:14,Dad,expense,Bike petrol,500,Fuel,lifestyle
2025-12-09,19:14,Dad,expense,Panipuri,125,Dining Out,lifestyle
2025-12-09,19:14,Dad,expense,Bellulli pataki firecrackers,220,Religion & Gifts,one_time
2025-12-09,19:14,Dad,expense,Halwa,150,Dining Out,lifestyle
2025-12-09,19:21,Dad,expense,Adike powder,200,Groceries & Household,lifestyle
2025-12-09,19:30,Dad,expense,Magnet + gun toy,200,Kids,lifestyle
2025-12-09,20:11,Dad,expense,Bubbles,100,Kids,lifestyle
2025-12-09,20:11,Dad,expense,Books,350,Kids,lifestyle
2025-12-09,21:16,Dad,expense,Pizza,938,Dining Out,lifestyle
2025-12-10,19:19,Dad,expense,Protein shaker bottle,305,Personal Care & Fitness,lifestyle
2025-12-11,12:24,Dad,expense,Mobile recharge,911,Utilities & Recharges,recurring
2025-12-11,19:02,Dad,expense,Medicine,680,Health & Medical,lifestyle
2025-12-12,17:55,Dad,expense,Kotak term insurance annual,13813,Insurance & Finance,recurring
2025-12-13,19:01,Dad,expense,Duster petrol,1000,Fuel,lifestyle
2025-12-13,19:01,Dad,expense,Snacks,20,Dining Out,lifestyle
2025-12-14,09:06,Dad,expense,Tarakari vegetables,214,Groceries & Household,lifestyle
2025-12-14,13:54,Dad,expense,Bucket,610,Home & Furniture,one_time
2025-12-14,14:30,Dad,expense,Condom + milk + cells + handwash,527,Groceries & Household,lifestyle
2025-12-14,20:18,Mom,expense,Hopscotch baby socks,451,Kids,lifestyle
2025-12-16,20:12,Mom,expense,Chips,265,Dining Out,lifestyle
2025-12-16,20:12,Mom,expense,Bonda,160,Dining Out,lifestyle
2025-12-16,22:00,Mom,expense,Papu slippers,600,Kids,lifestyle
2025-12-18,18:35,Mom,expense,Wipes,170,Kids,recurring
2025-12-18,18:35,Mom,expense,Parlour,70,Personal Care & Fitness,lifestyle
2025-12-18,19:44,Mom,expense,Hotel,500,Dining Out,lifestyle
2025-12-18,19:44,Mom,expense,Iron laundry,150,Misc,recurring
2025-12-18,20:10,Mom,expense,Cup,500,Home & Furniture,one_time
2025-12-20,14:07,Dad,expense,Petrol,1000,Fuel,lifestyle
2025-12-20,14:07,Dad,expense,Hotel,1200,Dining Out,lifestyle
2025-12-20,14:48,Dad,expense,Flower,50,Religion & Gifts,recurring
2025-12-20,19:03,Mom,expense,Medicine,135,Health & Medical,lifestyle
2025-12-21,19:07,Dad,expense,Benne dose,510,Dining Out,lifestyle
2025-12-21,20:52,Dad,expense,Coffee,75,Dining Out,lifestyle
2025-12-21,22:27,Mom,expense,Paneer,96,Groceries & Household,lifestyle
2025-12-21,22:27,Mom,expense,Banana,160,Groceries & Household,lifestyle
2025-12-23,15:02,Dad,expense,Medicine,115,Health & Medical,lifestyle
2025-12-23,16:07,Dad,expense,Parking,30,Transport & Parking,lifestyle
2025-12-23,20:15,Dad,expense,Gobi,180,Dining Out,lifestyle
2025-12-23,21:17,Dad,expense,Kulfi,55,Dining Out,lifestyle
2025-12-24,09:06,Dad,expense,Bike petrol,1000,Fuel,lifestyle
2025-12-24,15:37,Mom,expense,Cake,930,Dining Out,lifestyle
2025-12-27,19:05,Dad,expense,Tiago petrol,1000,Fuel,lifestyle
2025-12-27,19:09,Mom,expense,Flower,20,Religion & Gifts,recurring
2025-12-27,19:09,Mom,expense,Wood apple,240,Groceries & Household,lifestyle
2025-12-27,19:09,Mom,expense,Bonda + khara,220,Dining Out,lifestyle
2025-12-27,23:41,Mom,expense,Fish hunting toys,1206,Kids,lifestyle
2025-12-29,18:33,Dad,expense,Rattan chair,1400,Home & Furniture,one_time
2025-12-29,19:31,Mom,expense,Chips,334,Dining Out,lifestyle
2025-12-31,20:24,Dad,expense,Shreyas dress,3205,Clothing,lifestyle
2025-12-31,21:19,Dad,expense,Bonda,170,Dining Out,lifestyle
2026-01-01,08:20,Dad,expense,Haircut,150,Personal Care & Fitness,lifestyle
2026-01-02,15:05,Dad,expense,Nerf gun bullets,335,Kids,lifestyle
2026-01-03,19:55,Dad,expense,Gobi + baby snack,175,Dining Out,lifestyle
2026-01-03,20:08,Dad,expense,Mahalakshmi sweets,480,Dining Out,lifestyle
2026-01-04,12:06,Dad,expense,Hotel,500,Dining Out,lifestyle
2026-01-06,22:07,Mom,expense,Baby soap,383,Kids,recurring
2026-01-10,17:13,Dad,expense,Pampers,523,Kids,recurring
2026-01-10,17:26,Dad,expense,Napkin,50,Groceries & Household,lifestyle
2026-01-10,19:10,Dad,expense,Snacks,50,Dining Out,lifestyle
2026-01-10,19:10,Dad,expense,Chargeable gas lighter,150,Home & Furniture,one_time
2026-01-10,20:21,Dad,expense,Udupi hotel,100,Dining Out,lifestyle
2026-01-10,21:39,Dad,expense,Westside chappal + outfit,4910,Clothing,lifestyle
2026-01-12,15:42,Dad,expense,Cough syrup,122,Health & Medical,lifestyle
2026-01-12,17:17,Dad,expense,Pant length alteration,40,Clothing,lifestyle
2026-01-12,17:36,Mom,expense,Medicine,170,Health & Medical,lifestyle
2026-01-12,17:38,Mom,expense,Courier,160,Misc,lifestyle
2026-01-12,17:38,Mom,expense,Banana,120,Groceries & Household,lifestyle
2026-01-12,18:22,Mom,expense,Hotel,250,Dining Out,lifestyle
2026-01-12,18:22,Mom,expense,Yellu sesame,320,Groceries & Household,lifestyle
2026-01-12,18:30,Mom,expense,Flower,58,Religion & Gifts,recurring
2026-01-17,19:48,Dad,expense,Caricature,300,Entertainment & Outings,lifestyle
2026-01-17,19:48,Dad,expense,Mud pot,100,Home & Furniture,lifestyle
2026-01-17,19:48,Dad,expense,Devara haara,200,Religion & Gifts,one_time
2026-01-17,19:48,Dad,expense,Channapatna board games,1000,Kids,one_time
2026-01-17,19:48,Dad,expense,Crispy corn,100,Dining Out,lifestyle
2026-01-17,20:06,Dad,expense,French fries + holige,100,Dining Out,lifestyle
2026-01-17,20:06,Dad,expense,Filter coffee,40,Dining Out,lifestyle
2026-01-18,09:14,Dad,expense,Iron laundry,120,Misc,recurring
2026-01-18,13:57,Mom,expense,Banana,140,Groceries & Household,lifestyle
2026-01-19,09:32,Dad,expense,Car petrol,1000,Fuel,lifestyle
2026-01-19,20:09,Dad,expense,Blinkit tarakari,169,Groceries & Household,lifestyle
2026-01-20,22:25,Dad,expense,Protein powder 2kg,4700,Personal Care & Fitness,one_time
2026-01-20,22:25,Dad,expense,Mobile cover,300,Misc,one_time
2026-01-21,16:26,Dad,expense,Kailash Parbat,1450,Dining Out,lifestyle
2026-01-21,17:08,Dad,expense,Idli,50,Dining Out,lifestyle
2026-01-21,19:26,Dad,expense,Temple renovation donation,10000,Religion & Gifts,one_time
2026-01-22,16:11,Dad,expense,Bike petrol,800,Fuel,lifestyle
2026-01-26,15:56,Mom,expense,Medicine,1129,Health & Medical,lifestyle
2026-01-26,15:56,Mom,expense,Hotel,370,Dining Out,lifestyle
2026-01-27,07:18,Dad,expense,Coffee,38,Dining Out,lifestyle
2026-01-27,20:40,Mom,expense,Snacks,40,Dining Out,lifestyle
2026-01-27,20:40,Mom,expense,Elaneeru,180,Dining Out,lifestyle
2026-01-27,20:40,Mom,expense,Coffee,70,Dining Out,lifestyle
2026-01-28,12:57,Dad,expense,Hospital,20000,Health & Medical,one_time
2026-01-28,18:17,Dad,expense,Tiago tyre puncture,150,Vehicle Maintenance,one_time
2026-01-29,12:26,Dad,expense,Airtel WiFi 4 months,2355.28,Utilities & Recharges,recurring
2026-01-29,20:16,Dad,expense,Holige + snacks,350,Dining Out,lifestyle
2026-01-29,20:25,Dad,expense,Custard apple juice,100,Dining Out,lifestyle
2026-01-30,16:00,Dad,expense,Tiago petrol,1100,Fuel,lifestyle
2026-02-01,18:10,Mom,expense,Tender coconut,180,Dining Out,lifestyle
2026-02-06,18:59,Dad,expense,Video game,224,Kids,lifestyle
2026-02-06,18:59,Dad,expense,Fencing cloth,80,Farm & Garden,one_time
2026-02-06,18:59,Dad,expense,Bakery,60,Dining Out,lifestyle
2026-02-07,19:13,Mom,expense,Petrol,1500,Fuel,lifestyle
2026-02-08,10:57,Mom,expense,Parlour,670,Personal Care & Fitness,lifestyle
2026-02-09,17:35,Dad,expense,Oota,300,Dining Out,lifestyle
2026-02-09,17:35,Dad,expense,Sweets + bakery,313,Dining Out,lifestyle
2026-02-11,18:16,Mom,expense,Haircut,200,Personal Care & Fitness,lifestyle
2026-02-11,18:16,Mom,expense,Cosmetics,3375,Personal Care & Fitness,lifestyle
2026-02-11,19:20,Mom,expense,Mahalakshmi bakery,243,Dining Out,lifestyle
2026-02-11,19:20,Mom,expense,Varna,78,Clothing,lifestyle
2026-02-11,19:33,Mom,expense,Vegetables,200,Groceries & Household,lifestyle
2026-02-11,19:41,Mom,expense,Hoovu flowers,50,Religion & Gifts,recurring
2026-02-12,16:42,Dad,expense,Garden batte 10m,350,Farm & Garden,one_time
2026-02-12,16:42,Dad,expense,Soap,120,Groceries & Household,lifestyle
2026-02-13,19:08,Dad,expense,TediBar toy,200,Kids,lifestyle
2026-02-13,19:08,Dad,expense,Snacks,60,Dining Out,lifestyle
2026-02-13,19:08,Dad,expense,Iron laundry,80,Misc,recurring
2026-02-13,20:20,Dad,expense,Bugari,30,Kids,lifestyle
2026-02-13,20:20,Dad,expense,Petrol container + funnel,120,Vehicle Maintenance,one_time
2026-02-14,08:56,Dad,expense,Blinkit panipuri,288,Groceries & Household,lifestyle
2026-02-15,08:31,Dad,expense,Vinutha mobile recharge,870.70,Utilities & Recharges,recurring
2026-02-15,10:07,Dad,expense,Watermelon,190,Groceries & Household,lifestyle
2026-02-15,13:14,Dad,expense,Ice cream,890,Dining Out,lifestyle
2026-02-15,13:19,Dad,expense,Elaneeru,60,Dining Out,lifestyle
2026-02-15,17:45,Dad,expense,Haircut,180,Personal Care & Fitness,lifestyle
2026-02-15,17:46,Dad,expense,Gullehalli trench digging,10000,Farm & Garden,one_time
2026-02-15,21:57,Dad,expense,Jio Hotstar 1 month,113.12,Utilities & Recharges,recurring
2026-02-16,22:46,Mom,expense,Netflix,199,Utilities & Recharges,recurring
2026-02-20,08:30,Mom,expense,Books + pens,95,Kids,lifestyle
2026-02-21,12:51,Dad,expense,Bike petrol,550,Fuel,lifestyle
2026-02-21,12:51,Dad,expense,Bike service,7890,Vehicle Maintenance,one_time
2026-02-21,13:34,Dad,expense,Medicine,118,Health & Medical,lifestyle
2026-02-21,13:34,Dad,expense,Car petrol,150,Fuel,lifestyle
2026-02-22,18:19,Mom,expense,Chocolate,90,Dining Out,lifestyle
2026-02-22,18:19,Mom,expense,Petrol,500,Fuel,lifestyle
2026-02-22,18:19,Mom,expense,Presentation,500,Misc,lifestyle
2026-02-22,20:02,Dad,expense,Toll,135,Transport & Parking,lifestyle
2026-02-23,18:21,Dad,expense,Toys,700,Kids,lifestyle
2026-02-23,18:29,Dad,expense,Iron laundry,130,Misc,recurring
2026-02-24,18:42,Dad,expense,Westside,4805,Clothing,lifestyle
2026-02-24,18:56,Dad,expense,Banana,170,Groceries & Household,lifestyle
2026-02-24,18:56,Dad,expense,Hoovu flowers,50,Religion & Gifts,recurring
2026-02-25,17:43,Dad,expense,Car petrol,1000,Fuel,lifestyle
2026-03-02,21:14,Dad,expense,Shrigandha residency hotel,2481.81,Travel & Trips,lifestyle
2026-03-03,08:23,Dad,expense,Blinkit shampoo,501,Groceries & Household,lifestyle
2026-03-03,15:09,Mom,expense,Hotel,300,Dining Out,lifestyle
2026-03-03,19:14,Dad,expense,Duster petrol,2000,Fuel,lifestyle
2026-03-03,19:14,Dad,expense,Oota,125,Dining Out,lifestyle
2026-03-04,15:44,Dad,expense,Tindi,90,Dining Out,lifestyle
2026-03-04,19:21,Dad,expense,Oota,210,Dining Out,lifestyle
2026-03-05,18:11,Dad,expense,Tindi,50,Dining Out,lifestyle
2026-03-05,18:11,Dad,expense,Benne dose,240,Dining Out,lifestyle
2026-03-05,18:11,Dad,expense,Momos,80,Dining Out,lifestyle
2026-03-06,00:33,Dad,expense,Coffee,30,Dining Out,lifestyle
2026-03-07,11:44,Dad,expense,Car wash,100,Vehicle Maintenance,lifestyle
2026-03-07,11:44,Dad,expense,Milkshake,90,Dining Out,lifestyle
2026-03-07,11:44,Dad,expense,Ticket,130,Entertainment & Outings,lifestyle
2026-03-07,14:02,Mom,expense,Columbus cafe,70,Dining Out,lifestyle
2026-03-07,14:02,Mom,expense,Snacks,150,Dining Out,lifestyle
2026-03-07,14:02,Mom,expense,Car dashing repair,100,Vehicle Maintenance,one_time
2026-03-07,15:09,Dad,expense,Tender coconut,150,Dining Out,lifestyle
2026-03-07,16:52,Dad,expense,Duster petrol,1500,Fuel,lifestyle
2026-03-07,17:20,Dad,expense,Bakery,250,Dining Out,lifestyle
2026-03-08,20:05,Dad,expense,Bakery,220,Dining Out,lifestyle
2026-03-09,19:38,Mom,expense,Petrol,1000,Fuel,lifestyle
2026-03-09,19:38,Mom,expense,Vegetables,50,Groceries & Household,lifestyle
2026-03-09,19:38,Mom,expense,Tyre patch,700,Vehicle Maintenance,one_time
2026-03-10,10:42,Dad,expense,Car petrol,1050,Fuel,lifestyle
2026-03-11,12:42,Dad,expense,Shreyas Airtel recharge,810.23,Utilities & Recharges,recurring
2026-03-11,14:38,Dad,expense,Bakery,180,Dining Out,lifestyle
2026-03-11,14:38,Dad,expense,Coconut,60,Groceries & Household,lifestyle
2026-03-12,11:11,Mom,expense,Petrol,1000,Fuel,lifestyle
2026-03-12,11:11,Mom,expense,Sarji school,5000,Education,recurring
2026-03-12,11:34,Dad,expense,Tailor Vinutha,1460,Clothing,lifestyle
2026-03-12,13:06,Mom,expense,Car ride,50,Entertainment & Outings,lifestyle
2026-03-12,13:06,Mom,expense,Train ride,100,Entertainment & Outings,lifestyle
2026-03-12,13:06,Mom,expense,Potato twister,60,Dining Out,lifestyle
2026-03-12,13:30,Dad,expense,Majjige,40,Dining Out,lifestyle
2026-03-12,13:30,Dad,expense,Gas geyser pipe,130,Home & Furniture,one_time
2026-03-12,13:41,Dad,expense,Mall games,100,Entertainment & Outings,lifestyle
2026-03-12,14:44,Mom,expense,Belt,800,Clothing,lifestyle
2026-03-12,14:44,Mom,expense,Slippers,1250,Clothing,lifestyle
2026-03-12,14:44,Mom,expense,Parking,20,Transport & Parking,lifestyle
2026-03-12,15:31,Dad,expense,Oota,630,Dining Out,lifestyle
2026-03-12,16:16,Dad,expense,File,80,Misc,lifestyle
2026-03-13,19:13,Dad,expense,Decathlon swimming dress + goggles,2109,Personal Care & Fitness,lifestyle
2026-03-13,19:57,Mom,expense,Tender coconut,70,Dining Out,lifestyle
2026-03-13,19:57,Mom,expense,Bonda,85,Dining Out,lifestyle
2026-03-13,19:59,Mom,expense,Sarji admission fees,5000,Education,one_time
2026-03-14,12:03,Dad,expense,Swimming Day 1,200,Personal Care & Fitness,lifestyle
2026-03-14,12:38,Dad,expense,New UPS,8500,Home & Furniture,one_time
2026-03-15,11:17,Mom,expense,Tender coconut,60,Dining Out,lifestyle
2026-03-16,15:34,Dad,expense,Jaguar service plumbing,4750,Home & Furniture,one_time
2026-03-16,19:34,Mom,expense,Oota,300,Dining Out,lifestyle
2026-03-17,14:16,Dad,expense,Swimming goggles + armbands,1098,Personal Care & Fitness,lifestyle
2026-03-17,17:35,Mom,expense,Swimming Day 3,200,Personal Care & Fitness,lifestyle
2026-03-18,15:38,Dad,expense,Car petrol,1000,Fuel,lifestyle
2026-03-21,11:05,Mom,expense,Vegetables,60,Groceries & Household,lifestyle
2026-03-21,11:17,Mom,expense,Curd,28,Groceries & Household,lifestyle
2026-03-21,11:20,Mom,expense,Banana,80,Groceries & Household,lifestyle
2026-03-21,11:23,Mom,expense,Groundnut,360,Groceries & Household,lifestyle
2026-03-22,10:40,Mom,expense,Milk,29,Groceries & Household,recurring
2026-03-22,21:36,Mom,expense,Curd,30,Groceries & Household,lifestyle
2026-03-25,19:56,Dad,expense,Ball + earplugs,550,Personal Care & Fitness,lifestyle
2026-03-25,20:19,Dad,expense,Parking,20,Transport & Parking,lifestyle
2026-03-26,19:06,Dad,expense,Hotel,530,Dining Out,lifestyle
2026-03-26,18:04,Mom,expense,Flower,50,Religion & Gifts,recurring
2026-03-26,18:04,Mom,expense,Lemon,50,Groceries & Household,lifestyle
2026-03-26,18:05,Mom,expense,Mango,50,Groceries & Household,lifestyle
2026-03-26,18:05,Mom,expense,Tennis bat,1500,Kids,one_time
2026-03-26,19:39,Mom,expense,Soap,156,Groceries & Household,lifestyle
2026-03-27,19:01,Mom,expense,Fruits,600,Groceries & Household,lifestyle
2026-03-30,12:49,Mom,expense,Tindi,60,Dining Out,lifestyle
2026-03-30,18:17,Dad,expense,Resistance band,700,Personal Care & Fitness,one_time
2026-03-30,18:17,Dad,expense,Hand gloves,500,Personal Care & Fitness,one_time
2026-03-30,18:20,Dad,expense,Lollipop,20,Dining Out,lifestyle
2026-03-30,19:29,Dad,expense,Benne dose,290,Dining Out,lifestyle
2026-04-02,16:19,Dad,expense,Haircut,200,Personal Care & Fitness,lifestyle
2026-04-04,18:46,Mom,expense,Baby soap + toothpaste,630,Kids,recurring
2026-04-04,21:19,Dad,expense,Holige + chiroti,95,Dining Out,lifestyle
2026-04-04,21:46,Mom,expense,Sauthekaayi,50,Groceries & Household,lifestyle
2026-04-05,11:37,Dad,expense,Baby haircut,157,Kids,lifestyle
2026-04-05,11:51,Mom,expense,Wipes,249,Kids,recurring
2026-04-06,18:34,Dad,expense,Duster petrol,500,Fuel,lifestyle
2026-04-06,18:34,Dad,expense,Oota,100,Dining Out,lifestyle
2026-04-10,13:13,Dad,expense,Snacks,160,Dining Out,lifestyle
2026-04-10,13:13,Dad,expense,Bike petrol,1000,Fuel,lifestyle
2026-04-10,15:26,Dad,expense,Medicine,50,Health & Medical,lifestyle
2026-04-11,07:56,Mom,expense,Snacks,110,Dining Out,lifestyle
2026-04-11,15:41,Dad,expense,Hotel oota,800,Dining Out,lifestyle
2026-04-13,22:09,Mom,expense,Snacks,140,Dining Out,lifestyle
2026-04-14,12:10,Mom,expense,Medicine,120,Health & Medical,lifestyle
2026-04-15,15:31,Mom,expense,Site tax,4100,Property & Investments,one_time
2026-04-15,15:34,Dad,expense,Elaneeru,120,Dining Out,lifestyle
2026-04-15,19:20,Dad,expense,Medicine,292,Health & Medical,lifestyle
2026-04-15,19:58,Dad,expense,Consultation fee,300,Health & Medical,lifestyle
2026-04-15,20:08,Dad,expense,Hotel,530,Dining Out,lifestyle
2026-04-15,21:27,Dad,expense,Elaneeru,320,Dining Out,lifestyle
2026-04-16,14:55,Dad,expense,Elaneeru,300,Dining Out,lifestyle
2026-04-16,14:55,Dad,expense,Medicine,60,Health & Medical,lifestyle
2026-04-17,08:46,Dad,expense,Medicine,283,Health & Medical,lifestyle
2026-04-17,08:46,Dad,expense,Medicine,778,Health & Medical,lifestyle
2026-04-17,08:52,Dad,expense,Elaneeru,300,Dining Out,lifestyle
2026-04-17,22:30,Mom,expense,Parlour,900,Personal Care & Fitness,lifestyle
2026-04-17,22:30,Mom,expense,Auto,340,Transport & Parking,lifestyle
2026-04-17,22:30,Mom,expense,Maggi,55,Dining Out,lifestyle
2026-04-17,22:30,Mom,expense,Iron laundry,140,Misc,recurring
2026-04-19,08:37,Dad,expense,Snacks,330,Dining Out,lifestyle
2026-04-19,08:37,Dad,expense,Karpoora,45,Religion & Gifts,recurring
2026-04-19,16:27,Dad,expense,Water bottle,40,Groceries & Household,lifestyle
2026-04-19,20:09,Mom,expense,Tender coconut,295,Dining Out,lifestyle
2026-04-20,14:02,Dad,expense,Zomato parcel oota,424,Dining Out,lifestyle
2026-04-21,16:33,Dad,expense,Halasina hannu,200,Groceries & Household,lifestyle
2026-04-24,14:02,Dad,expense,Thermometer cell,30,Groceries & Household,lifestyle
2026-04-24,14:04,Dad,expense,FirstCry,830,Kids,lifestyle
2026-04-25,12:45,Dad,expense,Elaneeru,360,Dining Out,lifestyle
2026-04-25,12:45,Dad,expense,Sugarcane juice,150,Dining Out,lifestyle
2026-04-28,10:49,Dad,expense,Magic show,1600,Entertainment & Outings,lifestyle
2026-04-28,10:49,Dad,expense,Coffee,30,Dining Out,lifestyle
2026-04-28,10:49,Dad,expense,Doctor consultation,300,Health & Medical,lifestyle
2026-04-28,10:49,Dad,expense,Vishnu Medicals,511,Health & Medical,lifestyle
2026-04-28,21:24,Dad,expense,Bakery,200,Dining Out,lifestyle
2026-04-28,21:24,Dad,expense,Hotel,1600,Dining Out,lifestyle
2026-04-28,21:24,Dad,expense,Car petrol,1000,Fuel,lifestyle
2026-05-02,19:22,Mom,expense,Ointment,230,Health & Medical,lifestyle
2026-05-02,19:22,Mom,expense,Iron laundry,170,Misc,recurring
2026-05-02,19:38,Mom,expense,Pataki,80,Religion & Gifts,one_time
2026-05-02,19:38,Mom,expense,Medicine,80,Health & Medical,lifestyle
2026-05-03,20:43,Dad,expense,Car petrol,1000,Fuel,lifestyle
2026-05-03,20:44,Dad,expense,Medicine,20,Health & Medical,lifestyle
2026-05-06,12:07,Mom,expense,Marriage gift,1900,Religion & Gifts,one_time
2026-05-08,13:30,Dad,expense,Mobile charger,600,Misc,one_time
2026-05-08,13:30,Dad,expense,Mobile screen guard,200,Misc,one_time
2026-05-09,20:56,Mom,expense,Petrol,1000,Fuel,lifestyle
2026-05-09,21:25,Dad,expense,Divya anniversary cake,590,Dining Out,lifestyle
2026-05-10,11:14,Dad,expense,Vinutha recharge,911,Utilities & Recharges,recurring
2026-05-11,15:07,Mom,expense,Fancy store,150,Misc,lifestyle
2026-05-13,11:43,Dad,expense,Mobile charger second,600,Misc,one_time
2026-05-13,11:43,Dad,expense,Maavinakaayi,100,Groceries & Household,lifestyle
2026-05-14,18:58,Dad,expense,UNO cards,150,Kids,lifestyle
2026-05-15,16:05,Dad,expense,Hotel,700,Dining Out,lifestyle
2026-05-15,16:43,Dad,expense,Bowl + spoon + cutting board,689,Home & Furniture,one_time
2026-05-15,17:16,Dad,expense,Mall B4Fun,500,Entertainment & Outings,lifestyle
2026-05-15,18:17,Mom,expense,Oil,170,Groceries & Household,lifestyle
2026-05-15,18:28,Mom,expense,Menasinakai,40,Groceries & Household,lifestyle
2026-05-15,18:34,Mom,expense,Soap,220,Groceries & Household,lifestyle
2026-05-18,07:54,Dad,expense,Westside Papu batte,2713,Kids,lifestyle
2026-05-18,07:54,Dad,expense,Hopscotch Papu dress,2015,Kids,lifestyle
2026-05-18,07:54,Dad,expense,FirstCry school bag + lunchbox + slippers,2374,Kids,lifestyle
2026-05-18,08:14,Mom,expense,Flipkart dress,647,Clothing,lifestyle
2026-05-19,13:45,Dad,expense,Bike petrol,500,Fuel,lifestyle
2026-05-19,13:45,Dad,expense,Sarji school fees,39000,Education,recurring
2026-05-19,13:47,Dad,expense,Stationery Diana,630,Education,lifestyle
2026-05-19,14:00,Mom,expense,Angels store,592,Clothing,lifestyle
2026-05-19,14:06,Mom,expense,Chips,165,Dining Out,lifestyle
2026-05-19,14:07,Mom,expense,Kadalebele,98,Groceries & Household,lifestyle
2026-05-19,14:28,Mom,expense,Parlour,70,Personal Care & Fitness,lifestyle
2026-05-20,16:27,Dad,expense,Color print,70,Misc,lifestyle
2026-05-20,16:27,Dad,expense,Color paper,20,Misc,lifestyle
2026-05-20,16:28,Dad,expense,Comb,20,Groceries & Household,lifestyle
2026-05-21,14:37,Dad,expense,Oats,108,Groceries & Household,lifestyle
2026-05-21,14:37,Dad,expense,Ointment,160,Health & Medical,lifestyle
2026-05-22,17:49,Mom,expense,Mandakki,200,Groceries & Household,lifestyle
2026-05-22,17:49,Mom,expense,Diana store,120,Kids,lifestyle
2026-05-22,17:49,Mom,expense,Vegetables,160,Groceries & Household,lifestyle
2026-05-22,19:49,Mom,expense,Ambika store,110,Groceries & Household,lifestyle
2026-05-24,11:17,Dad,expense,Vinutha dress,647,Clothing,lifestyle
2026-05-24,12:32,Mom,expense,Water bottle,343,Home & Furniture,one_time
2026-05-24,17:38,Dad,expense,Blinkit marker pen + Dove shampoo,294,Groceries & Household,lifestyle
2026-05-25,11:37,Mom,expense,Geyser shell,160,Home & Furniture,one_time
2026-05-25,11:37,Mom,expense,Snacks,70,Dining Out,lifestyle
2026-05-25,12:34,Mom,expense,Petrol,100,Fuel,lifestyle
2026-05-25,12:34,Mom,expense,Bread,170,Groceries & Household,lifestyle
2026-05-25,12:34,Mom,expense,Medicine,570,Health & Medical,lifestyle
2026-05-25,12:40,Dad,expense,Petrol,1000,Fuel,lifestyle
2026-05-26,12:22,Dad,expense,Fence wire,190,Farm & Garden,one_time
2026-05-26,12:41,Mom,expense,Soppu,20,Groceries & Household,lifestyle
2026-05-26,12:41,Mom,expense,Kurushani,80,Groceries & Household,lifestyle
2026-05-28,19:05,Dad,expense,Blinkit,272,Groceries & Household,lifestyle
2026-05-29,21:25,Dad,expense,Iron laundry,90,Misc,recurring
2026-05-30,14:40,Dad,expense,Airtel WiFi 4 months,2433.79,Utilities & Recharges,recurring
2026-05-30,19:40,Mom,expense,Haircut,750,Personal Care & Fitness,lifestyle
2026-05-30,19:47,Mom,expense,Pista,499,Groceries & Household,lifestyle
2026-05-30,19:49,Mom,expense,Chips,55,Dining Out,lifestyle
2026-05-30,20:01,Mom,expense,Vegetables,185,Groceries & Household,lifestyle
2026-05-31,14:03,Mom,expense,Hopscotch baby dress,2015,Kids,lifestyle
2026-06-02,21:28,Mom,expense,Petrol,2000,Fuel,lifestyle
2026-06-02,21:28,Mom,expense,Fruits,270,Groceries & Household,lifestyle
2026-06-03,13:55,Dad,expense,Airtel recharge,805,Utilities & Recharges,recurring
