date,time,member,item,amount,category,tag
2025-12-21,19:07,Dad,Benne dose,510,Dining Out,lifestyle
2025-12-21,20:52,Dad,Coffee,75,Dining Out,lifestyle
2025-12-21,22:27,Mom,Paneer,96,Groceries & Household,lifestyle
2025-12-21,22:27,Mom,Banana,160,Groceries & Household,lifestyle
2025-12-23,15:02,Dad,Medicine,115,Health & Medical,lifestyle
2025-12-23,16:07,Dad,Parking,30,Transport & Parking,lifestyle
2025-12-23,20:15,Dad,Gobi,180,Dining Out,lifestyle
2025-12-23,21:17,Dad,Kulfi,55,Dining Out,lifestyle
2025-12-24,09:06,Dad,Bike petrol,1000,Fuel,lifestyle
2025-12-24,15:37,Mom,Cake,930,Dining Out,lifestyle
2025-12-27,19:05,Dad,Tiago petrol,1000,Fuel,lifestyle
2025-12-27,19:09,Mom,Flower,20,Religion & Gifts,recurring
2025-12-27,19:09,Mom,Wood apple,240,Groceries & Household,lifestyle
2025-12-27,19:09,Mom,Bonda + khara,220,Dining Out,lifestyle
2025-12-27,23:41,Mom,Fish hunting toys,1206,Kids,lifestyle
2025-12-29,18:33,Dad,Rattan chair,1400,Home & Furniture,one_time
2025-12-29,19:31,Mom,Chips,334,Dining Out,lifestyle
2025-12-31,20:24,Dad,Shreyas dress,3205,Clothing,lifestyle
2025-12-31,21:19,Dad,Bonda,170,Dining Out,lifestyle
2026-01-01,08:20,Dad,Haircut,150,Personal Care & Fitness,lifestyle
2026-01-02,15:05,Dad,Nerf gun bullets,335,Kids,lifestyle
2026-01-03,19:55,Dad,Gobi + baby snack,175,Dining Out,lifestyle
2026-01-03,20:08,Dad,Mahalakshmi sweets,480,Dining Out,lifestyle
2026-01-04,12:06,Dad,Hotel,500,Dining Out,lifestyle
2026-01-06,22:07,Mom,Baby soap,383,Kids,recurring
2026-01-10,17:13,Dad,Pampers,523,Kids,recurring
2026-01-10,17:26,Dad,Napkin,50,Groceries & Household,lifestyle
2026-01-10,19:10,Dad,Snacks,50,Dining Out,lifestyle
2026-01-10,19:10,Dad,Chargeable gas lighter,150,Home & Furniture,one_time
2026-01-10,20:21,Dad,Udupi hotel,100,Dining Out,lifestyle
2026-01-10,21:39,Dad,Westside chappal + outfit,4910,Clothing,lifestyle
2026-01-12,15:42,Dad,Cough syrup,122,Health & Medical,lifestyle
2026-01-12,17:17,Dad,Pant length alteration,40,Clothing,lifestyle
2026-01-12,17:36,Mom,Medicine,170,Health & Medical,lifestyle
2026-01-12,17:38,Mom,Courier,160,Misc,lifestyle
2026-01-12,17:38,Mom,Banana,120,Groceries & Household,lifestyle
2026-01-12,18:22,Mom,Hotel,250,Dining Out,lifestyle
2026-01-12,18:22,Mom,Yellu sesame,320,Groceries & Household,lifestyle
2026-01-12,18:30,Mom,Flower,58,Religion & Gifts,recurring
2026-01-17,19:48,Dad,Caricature,300,Entertainment & Outings,lifestyle
2026-01-17,19:48,Dad,Mud pot,100,Home & Furniture,lifestyle
2026-01-17,19:48,Dad,Devara haara,200,Religion & Gifts,one_time
2026-01-17,19:48,Dad,Channapatna board games,1000,Kids,one_time
2026-01-17,19:48,Dad,Crispy corn,100,Dining Out,lifestyle
2026-01-17,20:06,Dad,French fries + holige,100,Dining Out,lifestyle
2026-01-17,20:06,Dad,Filter coffee,40,Dining Out,lifestyle
2026-01-18,09:14,Dad,Iron laundry,120,Misc,recurring
2026-01-18,13:57,Mom,Banana,140,Groceries & Household,lifestyle
2026-01-19,09:32,Dad,Car petrol,1000,Fuel,lifestyle
2026-01-19,20:09,Dad,Blinkit tarakari,169,Groceries & Household,lifestyle
2026-01-20,22:25,Dad,Protein powder 2kg,4700,Personal Care & Fitness,one_time
2026-01-20,22:25,Dad,Mobile cover,300,Misc,one_time
2026-01-21,16:26,Dad,Kailash Parbat,1450,Dining Out,lifestyle
2026-01-21,17:08,Dad,Idli,50,Dining Out,lifestyle
2026-01-21,19:26,Dad,Temple renovation donation,10000,Religion & Gifts,one_time
2026-01-22,16:11,Dad,Bike petrol,800,Fuel,lifestyle
2026-01-26,15:56,Mom,Medicine,1129,Health & Medical,lifestyle
2026-01-26,15:56,Mom,Hotel,370,Dining Out,lifestyle
2026-01-27,07:18,Dad,Coffee,38,Dining Out,lifestyle
2026-01-27,20:40,Mom,Snacks,40,Dining Out,lifestyle
2026-01-27,20:40,Mom,Elaneeru,180,Dining Out,lifestyle
2026-01-27,20:40,Mom,Coffee,70,Dining Out,lifestyle
2026-01-28,12:57,Dad,Hospital,20000,Health & Medical,one_time
2026-01-28,18:17,Dad,Tiago tyre puncture,150,Vehicle Maintenance,one_time
2026-01-29,12:26,Dad,Airtel WiFi 4 months,2355.28,Utilities & Recharges,recurring
2026-01-29,20:16,Dad,Holige + snacks,350,Dining Out,lifestyle
2026-01-29,20:25,Dad,Custard apple juice,100,Dining Out,lifestyle
2026-01-30,16:00,Dad,Tiago petrol,1100,Fuel,lifestyle
2026-02-01,18:10,Mom,Tender coconut,180,Dining Out,lifestyle
2026-02-06,18:59,Dad,Video game,224,Kids,lifestyle
2026-02-06,18:59,Dad,Fencing cloth,80,Farm & Garden,one_time
2026-02-06,18:59,Dad,Bakery,60,Dining Out,lifestyle
2026-02-07,19:13,Mom,Petrol,1500,Fuel,lifestyle
2026-02-08,10:57,Mom,Parlour,670,Personal Care & Fitness,lifestyle
2026-02-09,17:35,Dad,Oota,300,Dining Out,lifestyle
2026-02-09,17:35,Dad,Sweets + bakery,313,Dining Out,lifestyle
2026-02-11,18:16,Mom,Haircut,200,Personal Care & Fitness,lifestyle
2026-02-11,18:16,Mom,Cosmetics,3375,Personal Care & Fitness,lifestyle
2026-02-11,19:20,Mom,Mahalakshmi bakery,243,Dining Out,lifestyle
2026-02-11,19:20,Mom,Varna,78,Clothing,lifestyle
2026-02-11,19:33,Mom,Vegetables,200,Groceries & Household,lifestyle
2026-02-11,19:41,Mom,Hoovu flowers,50,Religion & Gifts,recurring
2026-02-12,16:42,Dad,Garden batte 10m,350,Farm & Garden,one_time
2026-02-12,16:42,Dad,Soap,120,Groceries & Household,lifestyle
2026-02-13,19:08,Dad,TediBar toy,200,Kids,lifestyle
2026-02-13,19:08,Dad,Snacks,60,Dining Out,lifestyle
2026-02-13,19:08,Dad,Iron laundry,80,Misc,recurring
2026-02-13,20:20,Dad,Bugari,30,Kids,lifestyle
2026-02-13,20:20,Dad,Petrol container + funnel,120,Vehicle Maintenance,one_time
2026-02-14,08:56,Dad,Blinkit panipuri,288,Groceries & Household,lifestyle
2026-02-15,08:31,Dad,Vinutha mobile recharge,870.70,Utilities & Recharges,recurring
2026-02-15,10:07,Dad,Watermelon,190,Groceries & Household,lifestyle
2026-02-15,13:14,Dad,Ice cream,890,Dining Out,lifestyle
2026-02-15,13:19,Dad,Elaneeru,60,Dining Out,lifestyle
2026-02-15,17:45,Dad,Haircut,180,Personal Care & Fitness,lifestyle
2026-02-15,17:46,Dad,Gullehalli trench digging,10000,Farm & Garden,one_time
2026-02-15,21:57,Dad,Jio Hotstar 1 month,113.12,Utilities & Recharges,recurring
2026-02-16,22:46,Mom,Netflix,199,Utilities & Recharges,recurring
2026-02-20,08:30,Mom,Books + pens,95,Kids,lifestyle
2026-02-21,12:51,Dad,Bike petrol,550,Fuel,lifestyle
2026-02-21,12:51,Dad,Bike service,7890,Vehicle Maintenance,one_time
2026-02-21,13:34,Dad,Medicine,118,Health & Medical,lifestyle
2026-02-21,13:34,Dad,Car petrol,150,Fuel,lifestyle
2026-02-22,18:19,Mom,Chocolate,90,Dining Out,lifestyle
2026-02-22,18:19,Mom,Petrol,500,Fuel,lifestyle
2026-02-22,18:19,Mom,Presentation,500,Misc,lifestyle
2026-02-22,20:02,Dad,Toll,135,Transport & Parking,lifestyle
2026-02-23,18:21,Dad,Toys,700,Kids,lifestyle
2026-02-23,18:29,Dad,Iron laundry,130,Misc,recurring
2026-02-24,18:42,Dad,Westside,4805,Clothing,lifestyle
2026-02-24,18:56,Dad,Banana,170,Groceries & Household,lifestyle
2026-02-24,18:56,Dad,Hoovu flowers,50,Religion & Gifts,recurring
2026-02-25,17:43,Dad,Car petrol,1000,Fuel,lifestyle
2026-03-02,21:14,Dad,Shrigandha residency hotel,2481.81,Travel & Trips,lifestyle
2026-03-03,08:23,Dad,Blinkit shampoo,501,Groceries & Household,lifestyle
2026-03-03,15:09,Mom,Hotel,300,Dining Out,lifestyle
2026-03-03,19:14,Dad,Duster petrol,2000,Fuel,lifestyle
2026-03-03,19:14,Dad,Oota,125,Dining Out,lifestyle
2026-03-04,15:44,Dad,Tindi,90,Dining Out,lifestyle
2026-03-04,19:21,Dad,Oota,210,Dining Out,lifestyle
2026-03-05,18:11,Dad,Tindi,50,Dining Out,lifestyle
2026-03-05,18:11,Dad,Benne dose,240,Dining Out,lifestyle
2026-03-05,18:11,Dad,Momos,80,Dining Out,lifestyle
2026-03-06,00:33,Dad,Coffee,30,Dining Out,lifestyle
2026-03-07,11:44,Dad,Car wash,100,Vehicle Maintenance,lifestyle
2026-03-07,11:44,Dad,Milkshake,90,Dining Out,lifestyle
2026-03-07,11:44,Dad,Ticket,130,Entertainment & Outings,lifestyle
2026-03-07,14:02,Mom,Columbus cafe,70,Dining Out,lifestyle
2026-03-07,14:02,Mom,Snacks,150,Dining Out,lifestyle
2026-03-07,14:02,Mom,Car dashing repair,100,Vehicle Maintenance,one_time
2026-03-07,15:09,Dad,Tender coconut,150,Dining Out,lifestyle
2026-03-07,16:52,Dad,Duster petrol,1500,Fuel,lifestyle
2026-03-07,17:20,Dad,Bakery,250,Dining Out,lifestyle
2026-03-08,20:05,Dad,Bakery,220,Dining Out,lifestyle
2026-03-09,19:38,Mom,Petrol,1000,Fuel,lifestyle
2026-03-09,19:38,Mom,Vegetables,50,Groceries & Household,lifestyle
2026-03-09,19:38,Mom,Tyre patch,700,Vehicle Maintenance,one_time
2026-03-10,10:42,Dad,Car petrol,1050,Fuel,lifestyle
2026-03-11,12:42,Dad,Shreyas Airtel recharge,810.23,Utilities & Recharges,recurring
2026-03-11,14:38,Dad,Bakery,180,Dining Out,lifestyle
2026-03-11,14:38,Dad,Coconut,60,Groceries & Household,lifestyle
2026-03-12,11:11,Mom,Petrol,1000,Fuel,lifestyle
2026-03-12,11:11,Mom,Sarji school,5000,Education,recurring
2026-03-12,11:34,Dad,Tailor Vinutha,1460,Clothing,lifestyle
2026-03-12,13:06,Mom,Car ride,50,Entertainment & Outings,lifestyle
2026-03-12,13:06,Mom,Train ride,100,Entertainment & Outings,lifestyle
2026-03-12,13:06,Mom,Potato twister,60,Dining Out,lifestyle
2026-03-12,13:30,Dad,Majjige,40,Dining Out,lifestyle
2026-03-12,13:30,Dad,Gas geyser pipe,130,Home & Furniture,one_time
2026-03-12,13:41,Dad,Mall games,100,Entertainment & Outings,lifestyle
2026-03-12,14:44,Mom,Belt,800,Clothing,lifestyle
2026-03-12,14:44,Mom,Slippers,1250,Clothing,lifestyle
2026-03-12,14:44,Mom,Parking,20,Transport & Parking,lifestyle
2026-03-12,15:31,Dad,Oota,630,Dining Out,lifestyle
2026-03-12,16:16,Dad,File,80,Misc,lifestyle
2026-03-13,19:13,Dad,Decathlon swimming dress + goggles,2109,Personal Care & Fitness,lifestyle
2026-03-13,19:57,Mom,Tender coconut,70,Dining Out,lifestyle
2026-03-13,19:57,Mom,Bonda,85,Dining Out,lifestyle
2026-03-13,19:59,Mom,Sarji admission fees,5000,Education,one_time
2026-03-14,12:03,Dad,Swimming Day 1,200,Personal Care & Fitness,lifestyle
2026-03-14,12:38,Dad,New UPS,8500,Home & Furniture,one_time
2026-03-15,11:17,Mom,Tender coconut,60,Dining Out,lifestyle
2026-03-16,15:34,Dad,Jaguar service plumbing,4750,Home & Furniture,one_time
2026-03-16,19:34,Mom,Oota,300,Dining Out,lifestyle
2026-03-17,14:16,Dad,Swimming goggles + armbands,1098,Personal Care & Fitness,lifestyle
2026-03-17,17:35,Mom,Swimming Day 3,200,Personal Care & Fitness,lifestyle
2026-03-18,15:38,Dad,Car petrol,1000,Fuel,lifestyle
2026-03-21,11:05,Mom,Vegetables,60,Groceries & Household,lifestyle
2026-03-21,11:17,Mom,Curd,28,Groceries & Household,lifestyle
2026-03-21,11:20,Mom,Banana,80,Groceries & Household,lifestyle
2026-03-21,11:23,Mom,Groundnut,360,Groceries & Household,lifestyle
2026-03-22,10:40,Mom,Milk,29,Groceries & Household,recurring
2026-03-22,21:36,Mom,Curd,30,Groceries & Household,lifestyle
2026-03-25,19:56,Dad,Ball + earplugs,550,Personal Care & Fitness,lifestyle
2026-03-25,20:19,Dad,Parking,20,Transport & Parking,lifestyle
2026-03-26,19:06,Dad,Hotel,530,Dining Out,lifestyle
2026-03-26,18:04,Mom,Flower,50,Religion & Gifts,recurring
2026-03-26,18:04,Mom,Lemon,50,Groceries & Household,lifestyle
2026-03-26,18:05,Mom,Mango,50,Groceries & Household,lifestyle
2026-03-26,18:05,Mom,Tennis bat,1500,Kids,one_time
2026-03-26,19:39,Mom,Soap,156,Groceries & Household,lifestyle
2026-03-27,19:01,Mom,Fruits,600,Groceries & Household,lifestyle
2026-03-30,12:49,Mom,Tindi,60,Dining Out,lifestyle
2026-03-30,18:17,Dad,Resistance band,700,Personal Care & Fitness,one_time
2026-03-30,18:17,Dad,Hand gloves,500,Personal Care & Fitness,one_time
2026-03-30,18:20,Dad,Lollipop,20,Dining Out,lifestyle
2026-03-30,19:29,Dad,Benne dose,290,Dining Out,lifestyle
2026-04-02,16:19,Dad,Haircut,200,Personal Care & Fitness,lifestyle
2026-04-04,18:46,Mom,Baby soap + toothpaste,630,Kids,recurring
2026-04-04,21:19,Dad,Holige + chiroti,95,Dining Out,lifestyle
2026-04-04,21:46,Mom,Sauthekaayi,50,Groceries & Household,lifestyle
2026-04-05,11:37,Dad,Baby haircut,157,Kids,lifestyle
2026-04-05,11:51,Mom,Wipes,249,Kids,recurring
2026-04-06,18:34,Dad,Duster petrol,500,Fuel,lifestyle
2026-04-06,18:34,Dad,Oota,100,Dining Out,lifestyle
2026-04-10,13:13,Dad,Snacks,160,Dining Out,lifestyle
2026-04-10,13:13,Dad,Bike petrol,1000,Fuel,lifestyle
2026-04-10,15:26,Dad,Medicine,50,Health & Medical,lifestyle
2026-04-11,07:56,Mom,Snacks,110,Dining Out,lifestyle
2026-04-11,15:41,Dad,Hotel oota,800,Dining Out,lifestyle
2026-04-13,22:09,Mom,Snacks,140,Dining Out,lifestyle
2026-04-14,12:10,Mom,Medicine,120,Health & Medical,lifestyle
2026-04-15,15:31,Mom,Site tax,4100,Property & Investments,one_time
2026-04-15,15:34,Dad,Elaneeru,120,Dining Out,lifestyle
2026-04-15,19:20,Dad,Medicine,292,Health & Medical,lifestyle
2026-04-15,19:58,Dad,Consultation fee,300,Health & Medical,lifestyle
2026-04-15,20:08,Dad,Hotel,530,Dining Out,lifestyle
2026-04-15,21:27,Dad,Elaneeru,320,Dining Out,lifestyle
2026-04-16,14:55,Dad,Elaneeru,300,Dining Out,lifestyle
2026-04-16,14:55,Dad,Medicine,60,Health & Medical,lifestyle
2026-04-17,08:46,Dad,Medicine,283,Health & Medical,lifestyle
2026-04-17,08:46,Dad,Medicine,778,Health & Medical,lifestyle
2026-04-17,08:52,Dad,Elaneeru,300,Dining Out,lifestyle
2026-04-17,22:30,Mom,Parlour,900,Personal Care & Fitness,lifestyle
2026-04-17,22:30,Mom,Auto,340,Transport & Parking,lifestyle
2026-04-17,22:30,Mom,Maggi,55,Dining Out,lifestyle
2026-04-17,22:30,Mom,Iron laundry,140,Misc,recurring
2026-04-19,08:37,Dad,Snacks,330,Dining Out,lifestyle
2026-04-19,08:37,Dad,Karpoora,45,Religion & Gifts,recurring
2026-04-19,16:27,Dad,Water bottle,40,Groceries & Household,lifestyle
2026-04-19,20:09,Mom,Tender coconut,295,Dining Out,lifestyle
2026-04-20,14:02,Dad,Zomato parcel oota,424,Dining Out,lifestyle
2026-04-21,16:33,Dad,Halasina hannu,200,Groceries & Household,lifestyle
2026-04-24,14:02,Dad,Thermometer cell,30,Groceries & Household,lifestyle
2026-04-24,14:04,Dad,FirstCry,830,Kids,lifestyle
2026-04-25,12:45,Dad,Elaneeru,360,Dining Out,lifestyle
2026-04-25,12:45,Dad,Sugarcane juice,150,Dining Out,lifestyle
2026-04-28,10:49,Dad,Magic show,1600,Entertainment & Outings,lifestyle
2026-04-28,10:49,Dad,Coffee,30,Dining Out,lifestyle
2026-04-28,10:49,Dad,Doctor consultation,300,Health & Medical,lifestyle
2026-04-28,10:49,Dad,Vishnu Medicals,511,Health & Medical,lifestyle
2026-04-28,21:24,Dad,Bakery,200,Dining Out,lifestyle
2026-04-28,21:24,Dad,Hotel,1600,Dining Out,lifestyle
2026-04-28,21:24,Dad,Car petrol,1000,Fuel,lifestyle
2026-05-02,19:22,Mom,Ointment,230,Health & Medical,lifestyle
2026-05-02,19:22,Mom,Iron laundry,170,Misc,recurring
2026-05-02,19:38,Mom,Pataki,80,Religion & Gifts,one_time
2026-05-02,19:38,Mom,Medicine,80,Health & Medical,lifestyle
2026-05-03,20:43,Dad,Car petrol,1000,Fuel,lifestyle
2026-05-03,20:44,Dad,Medicine,20,Health & Medical,lifestyle
2026-05-06,12:07,Mom,Marriage gift,1900,Religion & Gifts,one_time
2026-05-08,13:30,Dad,Mobile charger,600,Misc,one_time
2026-05-08,13:30,Dad,Mobile screen guard,200,Misc,one_time
2026-05-09,20:56,Mom,Petrol,1000,Fuel,lifestyle
2026-05-09,21:25,Dad,Divya anniversary cake,590,Dining Out,lifestyle
2026-05-10,11:14,Dad,Vinutha recharge,911,Utilities & Recharges,recurring
2026-05-11,15:07,Mom,Fancy store,150,Misc,lifestyle
2026-05-13,11:43,Dad,Mobile charger second,600,Misc,one_time
2026-05-13,11:43,Dad,Maavinakaayi,100,Groceries & Household,lifestyle
2026-05-14,18:58,Dad,UNO cards,150,Kids,lifestyle
2026-05-15,16:05,Dad,Hotel,700,Dining Out,lifestyle
2026-05-15,16:43,Dad,Bowl + spoon + cutting board,689,Home & Furniture,one_time
2026-05-15,17:16,Dad,Mall B4Fun,500,Entertainment & Outings,lifestyle
2026-05-15,18:17,Mom,Oil,170,Groceries & Household,lifestyle
2026-05-15,18:28,Mom,Menasinakai,40,Groceries & Household,lifestyle
2026-05-15,18:34,Mom,Soap,220,Groceries & Household,lifestyle
2026-05-18,07:54,Dad,Westside Papu batte,2713,Kids,lifestyle
2026-05-18,07:54,Dad,Hopscotch Papu dress,2015,Kids,lifestyle
2026-05-18,07:54,Dad,FirstCry school bag + lunchbox + slippers,2374,Kids,lifestyle
2026-05-18,08:14,Mom,Flipkart dress,647,Clothing,lifestyle
2026-05-19,13:45,Dad,Bike petrol,500,Fuel,lifestyle
2026-05-19,13:45,Dad,Sarji school fees,39000,Education,recurring
2026-05-19,13:47,Dad,Stationery Diana,630,Education,lifestyle
2026-05-19,14:00,Mom,Angels store,592,Clothing,lifestyle
2026-05-19,14:06,Mom,Chips,165,Dining Out,lifestyle
2026-05-19,14:07,Mom,Kadalebele,98,Groceries & Household,lifestyle
2026-05-19,14:28,Mom,Parlour,70,Personal Care & Fitness,lifestyle
2026-05-20,16:27,Dad,Color print,70,Misc,lifestyle
2026-05-20,16:27,Dad,Color paper,20,Misc,lifestyle
2026-05-20,16:28,Dad,Comb,20,Groceries & Household,lifestyle
2026-05-21,14:37,Dad,Oats,108,Groceries & Household,lifestyle
2026-05-21,14:37,Dad,Ointment,160,Health & Medical,lifestyle
2026-05-22,17:49,Mom,Mandakki,200,Groceries & Household,lifestyle
2026-05-22,17:49,Mom,Diana store,120,Kids,lifestyle
2026-05-22,17:49,Mom,Vegetables,160,Groceries & Household,lifestyle
2026-05-22,19:49,Mom,Ambika store,110,Groceries & Household,lifestyle
2026-05-24,11:17,Dad,Vinutha dress,647,Clothing,lifestyle
2026-05-24,12:32,Mom,Water bottle,343,Home & Furniture,one_time
2026-05-24,17:38,Dad,Blinkit marker pen + Dove shampoo,294,Groceries & Household,lifestyle
2026-05-25,11:37,Mom,Geyser shell,160,Home & Furniture,one_time
2026-05-25,11:37,Mom,Snacks,70,Dining Out,lifestyle
2026-05-25,12:34,Mom,Petrol,100,Fuel,lifestyle
2026-05-25,12:34,Mom,Bread,170,Groceries & Household,lifestyle
2026-05-25,12:34,Mom,Medicine,570,Health & Medical,lifestyle
2026-05-25,12:40,Dad,Petrol,1000,Fuel,lifestyle
2026-05-26,12:22,Dad,Fence wire,190,Farm & Garden,one_time
2026-05-26,12:41,Mom,Soppu,20,Groceries & Household,lifestyle
2026-05-26,12:41,Mom,Kurushani,80,Groceries & Household,lifestyle
2026-05-28,19:05,Dad,Blinkit,272,Groceries & Household,lifestyle
2026-05-29,21:25,Dad,Iron laundry,90,Misc,recurring
2026-05-30,14:40,Dad,Airtel WiFi 4 months,2433.79,Utilities & Recharges,recurring
2026-05-30,19:40,Mom,Haircut,750,Personal Care & Fitness,lifestyle
2026-05-30,19:47,Mom,Pista,499,Groceries & Household,lifestyle
2026-05-30,19:49,Mom,Chips,55,Dining Out,lifestyle
2026-05-30,20:01,Mom,Vegetables,185,Groceries & Household,lifestyle
2026-05-31,14:03,Mom,Hopscotch baby dress,2015,Kids,lifestyle
2026-06-02,21:28,Mom,Petrol,2000,Fuel,lifestyle
2026-06-02,21:28,Mom,Fruits,270,Groceries & Household,lifestyle
2026-06-03,13:55,Dad,Airtel recharge,805,Utilities & Recharges,recurring
2026-06-05,23:58,Dad,Bike petrol,500,Fuel,lifestyle
2026-06-08,20:48,Dad,Doctor fees,300,Health & Medical,lifestyle
2026-06-08,20:48,Dad,Medicine,808,Health & Medical,lifestyle
2026-06-09,11:56,Dad,Lab tests,800,Health & Medical,lifestyle
2026-06-09,13:37,Mom,Cream + shampoo,471,Personal Care & Fitness,lifestyle
2026-06-10,14:03,Dad,Tiago petrol,1000,Fuel,lifestyle
2026-06-10,15:16,Mom,Baby soap + brush,600,Kids,recurring
2026-06-10,15:18,Mom,Baby book + handkerchief,500,Kids,lifestyle
2026-06-10,16:20,Mom,Baby mat,630,Kids,lifestyle
2026-06-11,16:03,Mom,Crayons,92,Kids,lifestyle
2026-06-12,13:43,Mom,Iron laundry,180,Misc,recurring
2026-06-13,16:03,Mom,Baby pants,1180,Kids,lifestyle
2026-06-14,08:59,Dad,Bike petrol,500,Fuel,lifestyle
2026-06-15,18:27,Dad,Medicine,219,Health & Medical,lifestyle
2026-06-16,20:08,Dad,Snacks,450,Dining Out,lifestyle
2026-06-17,18:41,Dad,Snacks,165,Dining Out,lifestyle
2026-06-19,14:01,Dad,Nerale hannu,100,Groceries & Household,lifestyle
2026-06-19,14:01,Dad,Gobi manchurian,150,Dining Out,lifestyle
2026-06-19,14:13,Dad,Tiago petrol,1000,Fuel,lifestyle
2026-06-20,21:33,Dad,Halasina hannu,300,Groceries & Household,lifestyle
2026-06-21,11:59,Dad,Haircut,200,Personal Care & Fitness,lifestyle
2026-06-22,14:09,Dad,Tarakari vegetables,120,Groceries & Household,lifestyle
2026-06-22,14:09,Dad,Atharva gift,400,Religion & Gifts,one_time
2026-06-22,14:10,Dad,Jamun,100,Groceries & Household,lifestyle
2026-06-25,08:21,Dad,Tiago petrol,1000,Fuel,lifestyle
2026-06-25,15:44,Dad,Iron laundry,117,Misc,recurring
2026-06-28,21:03,Mom,Sapna Book House,525,Education,lifestyle
2026-06-28,21:14,Dad,Parking,20,Transport & Parking,lifestyle
2026-06-28,22:26,Dad,Hotel,600,Dining Out,lifestyle
2026-06-30,18:51,Dad,Bangalore travel + food,1840,Travel & Trips,lifestyle
2026-07-03,14:50,Dad,Keyboard,580,Misc,one_time
2026-07-03,14:50,Dad,Storage bag,300,Home & Furniture,one_time
2026-07-03,14:50,Dad,Dove shampoo,530,Personal Care & Fitness,lifestyle
2026-07-04,14:17,Dad,Sweet corn,50,Groceries & Household,lifestyle
2026-07-04,14:17,Dad,Tomato,40,Groceries & Household,lifestyle
2026-07-04,14:17,Dad,Tiago petrol,1000,Fuel,lifestyle
2026-07-04,17:56,Dad,Papad + handwash + sev,350,Groceries & Household,lifestyle
2026-07-04,19:23,Dad,JioTV OTT,200,Utilities & Recharges,recurring
2026-07-05,18:32,Dad,Ergonomic chair,3299,Home & Furniture,one_time
2026-07-07,17:00,Mom,Iron laundry,130,Misc,recurring
2026-07-10,15:29,Dad,Iron laundry,105,Misc,recurring
2026-07-10,19:16,Dad,Parking,20,Transport & Parking,lifestyle
2026-07-10,19:16,Dad,Snacks,245,Dining Out,lifestyle
2026-07-11,17:53,Dad,Oota,350,Dining Out,lifestyle
2026-07-11,17:53,Dad,Potato,30,Groceries & Household,lifestyle
2026-07-12,15:37,Dad,Tiago petrol,1000,Fuel,lifestyle
2026-07-18,19:32,Dad,Medicine,436,Health & Medical,lifestyle
2026-07-18,19:32,Dad,Doctor fees,300,Health & Medical,lifestyle
2026-07-18,20:03,Mom,Snacks,240,Dining Out,lifestyle
2026-07-18,20:03,Mom,Tender coconut,330,Dining Out,lifestyle
2026-07-18,20:13,Mom,Car petrol,2000,Fuel,lifestyle
2026-07-21,13:43,Dad,Halasina hannu,200,Groceries & Household,lifestyle
2026-07-22,19:24,Mom,Fruits,410,Groceries & Household,lifestyle
2026-07-22,21:00,Mom,Fruits,190,Groceries & Household,lifestyle
2026-07-24,19:09,Dad,Bike petrol,700,Fuel,lifestyle
2026-07-24,19:09,Dad,Chips + boti,165,Dining Out,lifestyle
2026-07-24,19:09,Dad,Iron laundry,130,Misc,recurring
2026-07-25,18:16,Mom,Slippers,560,Clothing,lifestyle
2026-07-25,18:16,Mom,Dry fruits,1899,Groceries & Household,lifestyle
2026-07-25,18:27,Mom,Matching,129,Clothing,lifestyle
2026-07-25,19:06,Mom,Vegetables,80,Groceries & Household,lifestyle
2026-07-25,19:37,Mom,Baby wipes,155,Kids,recurring
2026-07-25,19:37,Mom,Panipuri,45,Dining Out,lifestyle
2026-07-29,18:02,Mom,Saree,4874,Clothing,lifestyle
2026-07-31,22:01,Dad,Books,40,Misc,lifestyle
2026-07-31,22:01,Dad,Oota,60,Dining Out,lifestyle
2026-07-31,22:01,Dad,Art school 3 months,5000,Education,recurring
2026-08-01,19:50,Mom,Mandakki,100,Groceries & Household,lifestyle
2026-08-01,19:50,Mom,Westside,5310,Clothing,lifestyle
2026-08-01,19:50,Mom,Ball,30,Kids,lifestyle
2026-08-01,19:50,Mom,Apple,270,Groceries & Household,lifestyle
2026-08-01,20:04,Mom,Banana,160,Groceries & Household,lifestyle
2026-08-02,19:07,Mom,Bakery,680,Dining Out,lifestyle
2026-08-02,20:30,Dad,Mekke jola,160,Groceries & Household,lifestyle
2026-08-03,20:20,Dad,Jio recharge,904,Utilities & Recharges,recurring
2026-08-04,19:25,Dad,Tarakari vegetables,140,Groceries & Household,lifestyle
2026-08-04,19:25,Dad,Plate,30,Home & Furniture,lifestyle
2026-08-04,19:25,Dad,Tiago petrol,2000,Fuel,lifestyle
2026-08-07,17:53,Mom,Snacks,385,Dining Out,lifestyle
2026-08-07,18:13,Mom,Bakery,505,Dining Out,lifestyle
2026-08-07,18:33,Mom,Ration,1929,Groceries & Household,lifestyle
2026-08-07,19:44,Mom,Bathroom brush,380,Groceries & Household,lifestyle
2026-08-07,20:13,Dad,Car wash + dicky hydraulic,1500,Vehicle Maintenance,one_time
2026-08-07,20:19,Dad,2-seater sofa,8000,Home & Furniture,one_time
2026-08-07,20:19,Dad,Two pillows,1000,Home & Furniture,one_time
2026-08-07,20:19,Dad,Mat,500,Home & Furniture,one_time
2026-08-07,20:19,Dad,Spectacles advance,1000,Health & Medical,one_time
2026-08-07,21:00,Mom,Vegetables,350,Groceries & Household,lifestyle
